Many,136,32,8,4,0
0.01168702,0.024535,0.02429691,0.01734926,0.03159698,0.5
0.07700844,0.0815333,0.22853967,0.32771377,0.5,0.96576126
0.12905409,0.20825439,0.2865856,0.5,0.66532399,0.97881609
0.19528053,0.30814827,0.5,0.70834651,0.76726319,0.9799479
0.24365563,0.5,0.68418404,0.79040073,0.92696286,0.98925995
0.5,0.75030654,0.80200149,0.86602315,0.92434073,0.97228868
